,Name,Email ID,Bank ID,Age,Location,Music preference,Risk,Net worth,Investment goals,Income per annum,Favorite Songs
1235,Justin Higgins,rebeccasimmons@example.com,BID56931,19,"Browntown, Louisiana",garage,High,$242977,Buy a new house,$92605,"Garage Sing, Garage Machine, Garage Song"
1236,Corey Jordan,ijames@example.com,BID89268,31,"East Debra, Vermont",pop-film,Low,$186197,Travel,$80627,"Beauty & the Beast (From 'Beauty & The Beast'), Eine kleine Nachtmusik in G Major, K. 525: I. Allegro, Pop!"
1237,Paul Madden,youngcynthia@example.com,BID77677,64,"Toddmouth, South Carolina",synth-pop,Low,$196101,Travel,$55944,"Sweet Dreams Everybody Is Looking for Something, Nightcall, In the FM"
1238,Lisa Herrera,rosewendy@example.org,BID67518,53,"Anthonyton, Minnesota",psych-rock,High,$269358,Travel,$34004,"Psycho Killer, Psychedelic Spin, Muffled Screams"
1239,William Curry,kyle43@example.org,BID82374,49,"Port Kellyburgh, Arizona",bossanova,Low,$440138,Retirement savings,$41341,"Billie Bossa Nova, Bossa Nova Baby - Viva Mix, BossaNova Fleeks"
1240,Hannah Sanchez,jessica33@example.org,BID76174,38,"Sandraberg, Washington",malay,Low,$195467,Retirement savings,$66548,"Badass (From ""Leo (Malayalam)""), Summer Eyes, Malayo Pa Ang Umaga"
1241,Katrina Kim,coxryan@example.net,BID29893,30,"West Tami, New Hampshire",british,Low,$375646,Travel,$47463,"Like I'm British, BRITISH GIRL (inlove), Patisserie Skills"
1242,Joshua Larson,bowmankimberly@example.com,BID42157,46,"New Rodneyborough, Wyoming",guitar,High,$98300,Buy a new house,$52479,"Guitar, Relaxing Guitar Music, Guitar Town"
1243,Kathryn Mitchell,xdudley@example.org,BID76933,64,"North Staceymouth, Indiana",romance,High,$53863,Child's education,$61996,"Romance No 2 'Normandie', ロマンス宣言, romance garbage lofi"
1244,Gregory Contreras,vpatrick@example.net,BID33494,31,"East Mariabury, New Jersey",hip-hop,Low,$101869,Retirement savings,$38881,"Hip-Hop, Hip Hop, Hip Hop Hippies"
1245,Ryan Brown,jhudson@example.org,BID17520,41,"North Tonya, California",summer,Low,$119369,Travel,$35899,"Girls Need Love (with Drake) - Remix, Insane, Summer Love"
1246,Kelly Rios,bradleylittle@example.org,BID19917,29,"Katherinemouth, Hawaii",new-age,Low,$468108,Child's education,$37735,"New Age Yakuza, Rain Aroma, Esoteric Habitat"
1247,Vincent Medina,howardmeagan@example.com,BID79928,39,"East Michael, Maryland",singer-songwriter,Low,$402749,Travel,$31362,"I Built a Friend (2020), Wild Wisteria, Hope You Think of Me"
1248,Felicia Hebert,hoffmanalison@example.net,BID51589,24,"Greenmouth, Wisconsin",rainy-day,Low,$394861,Buy a new house,$30722,"Rainy Day Women #12 & 35, Rainy Day In Forest, Rainy Day Path"
1249,Keith Wolf,matthew74@example.org,BID44931,57,"Richardsview, South Dakota",rock-n-roll,High,$78178,Travel,$30137,"Rock N' Roll Is Here To Stay - From “Grease”, Rock 'N' Roll, Rock and Roll"
1250,Michael Roberts,bcraig@example.org,BID21850,65,"North Troymouth, Kentucky",children,Low,$398273,Buy a new house,$68725,"CHILDREN OF SORROW, Children of the Grave, Children's March, ""Over the Hills and Far Away"""
1251,Mr. Gregg Young,rschultz@example.net,BID67750,31,"Adammouth, Kansas",grunge,Low,$166221,Retirement savings,$48467,"Come As You Are, Zombie, Grunge - Original Mix"
1252,Cindy Ferguson,hbooth@example.org,BID40514,38,"West Kelsey, Iowa",alternative,Low,$351437,Retirement savings,$95910,"Alternative, The Mirror, Alive Again"
1253,Cole Nguyen,brittneywright@example.net,BID64061,45,"Watsonfort, Colorado",iranian,High,$296107,Retirement savings,$93893,"Sayyad, ouj-e-Asman, Relaxing Iran"
1254,Daniel Martin,taraodonnell@example.com,BID55789,45,"Barreratown, Montana",indian,High,$469347,Buy a new house,$77991,"Indian Phonk Eki, Indiana (Back Home Again in Indiana) - 1990 Remaster, Indian Sunset - Remastered 2016"
1255,Peter Jones,claudia29@example.net,BID19347,23,"North Heather, Oklahoma",detroit-techno,Low,$393947,Retirement savings,$68787,"Detroit Rock City - 2012 Remix, Jupiter Jazz, I Trust You - Connor"
1256,Deanna Johnson,crystal02@example.org,BID54360,45,"New James, Washington",ska,High,$453583,Retirement savings,$49657,"Skank N Flex (w/ Scrufizzer), Nee Chuttu Chuttu (From ""Skanda""), Skanka - Kayzo Remix"
1257,Alex Russell,lorrainewaters@example.org,BID14437,45,"Mirandafurt, New Mexico",soundtracks,Low,$39582,Travel,$71565,"Soundtracks & Come Backs, Soundtrack to the Struggle, Touch The Sky - From ""Brave""/Soundtrack"
1258,Steven Robertson,mfitzpatrick@example.net,BID72841,20,"Lake Hannahborough, Missouri",piano,Low,$109176,Child's education,$64094,"Piano Sonata No. 14 In C Sharp Minor, Op. 27 No. 2 -: I. Adagio sostenuto, Piano Sonata No. 8 in C Minor, Op. 13: II. Adagio cantabile, Piano Concerto No. 20 in D Minor, K. 466: I. Allegro"
1259,Rebecca Lambert,swilliams@example.com,BID50171,22,"East Angela, Colorado",hip-hop,High,$447090,Child's education,$20822,"HIP-HOP, Hip Hopper (feat. Lil Yachty), Hip Hop Hippies"
1260,Bruce Schwartz,jwalker@example.com,BID65212,27,"West Connor, Virginia",j-rock,Low,$452573,Buy a new house,$91062,"Wake Me Up, Chasing The Sun, Pots and Pans"
1261,Brandon Gonzalez,tonyagonzalez@example.net,BID76892,51,"East Michaelchester, Pennsylvania",brazil,High,$389318,Child's education,$98507,"BRAZILIAN FUNK, Brazil - Remix, Brazilian Soul (feat. Sofi Tukker) - Acoustic Bossa Version"
1262,Michael Lin,gloriagarcia@example.net,BID49416,55,"Mistyland, Iowa",french,Low,$303117,Buy a new house,$72018,"French Suite No. 2 in C minor, BWV 813: 5. Menuet, French Inhale (feat. Mike Posner), French (feat. Hodgy)"
1263,Ashley Thomas,khicks@example.net,BID56274,38,"Jasonview, Indiana",forro,Low,$151036,Travel,$63438,"Forró, Forro, Forró do Xenhenhem"
1264,Scott Rodriguez,wlynch@example.org,BID85003,50,"Curtismouth, Minnesota",dancehall,High,$263821,Travel,$50900,"Dancehall Queen (feat. Chevelle Franklyn), DANCEHALL XX, Dancehall Gallis"
1265,Craig Cuevas,pamela16@example.org,BID60100,28,"Laurahaven, New York",opera,Low,$237136,Retirement savings,$68919,"Operator (That's Not The Way It Feels), Operativo Gafe, Smooth Operator - Single Version"
1266,Carolyn Smith,sean32@example.net,BID23168,37,"Michelemouth, New Jersey",rockabilly,High,$86848,Buy a new house,$46372,"Rockabilly Music, Rockabilly, Rockabilly Banjo"
1267,Tracey Huffman,kking@example.com,BID22840,32,"Markview, New Mexico",work-out,Low,$465101,Buy a new house,$82026,"It'll All Work Out (Bonus Track), Work Out, work out 5"
1268,Sarah Daugherty,martinezjames@example.net,BID85326,62,"North Eileen, Kansas",hardcore,Low,$25016,Child's education,$78525,"How Do You Like Me Now (Hardcore Holly), Hardcore Vibes - Radio Edit, Hardcore High"
1269,Joseph James,williamspamela@example.net,BID58555,32,"Colebury, Washington",classical,High,$473753,Child's education,$64209,"3 Gymnopédies: I. Lent et douloureux, Symphony No. 5 in C Minor, Op. 67 ""Fate"": Allegro con brio, Classical Study Music Academia"
1270,Wesley Harvey,dbrown@example.com,BID98174,53,"Smithshire, Wisconsin",happy,High,$61804,Travel,$36564,"Happy Man, Birthday - Remastered 2009, Happy Birthday (feat. John Legend)"
1271,Mr. David Obrien,regina14@example.com,BID63412,33,"Williamsshire, Illinois",bluegrass,Low,$198978,Travel,$26824,"Blue Grass Breakdown, Reverie, Revival"
1272,Joseph Olson,wlester@example.com,BID38554,58,"New Matthewborough, Wisconsin",country,Low,$403752,Travel,$34411,"Alcoholic, Country, Country Music Made Me Do It"
1273,Mrs. Kristin Johnson,jhowe@example.org,BID96662,42,"New Sharonchester, Ohio",samba,High,$154941,Child's education,$24114,"Samba de Janeiro - Radio Edit, Samba Paixão - Speed, One Note Samba (Samba de Uma Nota So)"
1274,Barry Johnson,richardhanson@example.net,BID51405,32,"Lake Davidmouth, Texas",samba,High,$146718,Child's education,$52575,"SAMBA PATI, Samba in Paris, Samba Sem Balanço"
1275,Jillian Perkins,jennifer66@example.net,BID76308,18,"North Maria, Maryland",trance,Low,$23251,Child's education,$22183,"Trance 1.0, Trance: Trance 4, Trance x I Know - Remix"
1276,Jennifer Barajas,owenszoe@example.net,BID93571,56,"West Brian, Alabama",pop-film,High,$30329,Travel,$97748,"Beauty and the Beast, AP - Music from the film Boogie, Demain Berlin"
1277,Larry Moss,nfischer@example.net,BID53011,41,"Abigailbury, Alabama",anime,High,$455641,Travel,$80748,"Hentai Bitch, ANIME SAGA ENDING, ANIMETAL"
1278,Adam Riley,mark94@example.org,BID83918,52,"Port Melissa, Minnesota",pop,Low,$234140,Buy a new house,$48129,"What You Know Bout Love, Mood Swings (feat. Lil Tjay), POP!"
1279,Stephanie Johnson,phillipsdale@example.org,BID56050,51,"New Joshua, Hawaii",jazz,High,$430497,Child's education,$39493,"Jazzna, jazz is for ordinary people, Jazz Noir"
1280,Christine Green,melissathomas@example.com,BID69443,63,"Sergioland, Idaho",forro,High,$340262,Buy a new house,$28886,"Baladeiro, Espumas ao Vento - Forró Viral, Forró com Rave"
1281,John Crane,amanda86@example.com,BID54908,55,"Port David, North Carolina",party,High,$209496,Travel,$78952,"Party For Two - Country Version With Intro, Party All the Time, Party In The U.S.A."
1282,Kevin Diaz,webbwayne@example.com,BID81262,30,"Dicksonland, Texas",goth,Low,$267823,Retirement savings,$97881,"Alone in the Mountains, Goth Girl Dinner, Moments / Tides"
1283,Jill Hart,mcbridemichael@example.org,BID13595,27,"Nelsonburgh, Minnesota",j-idol,Low,$467687,Child's education,$90666,"Answer, STARS, 熱愛105Cの君へ Super Idol (JPN)"
1284,Isabel Peters,lopezjeffrey@example.org,BID77886,35,"South Richard, Virginia",reggae,High,$109486,Retirement savings,$37859,"Reggaeton Latino (feat. Don Omar), This Is Reggae Music - Single Version, Champagne Rose"
1285,Edgar Williams,pruittashley@example.com,BID95438,57,"East Keithport, Hawaii",rockabilly,High,$28840,Retirement savings,$25630,"Big Town Banky Blaine's Rockabilly Bbq, Rockabilly Guy, Rockabilly Medley: Quiero Una Novia Pechugona / No Seas Tan Cruel Conmigo / A D O (En Vivo)"
1286,Larry Simpson,iduncan@example.net,BID37470,62,"Lake Karen, Michigan",cantopop,Low,$453213,Retirement savings,$24445,"初戀, 一生中最愛, 今晚夜"
1287,Anna Horton,wilsonjoseph@example.org,BID95209,60,"Johnhaven, Connecticut",j-idol,Low,$199430,Buy a new house,$66697,"STANDARD, Friend, 熱愛105Cの君へ Super Idol (JPN)"
1288,Regina Johnson,daytracy@example.org,BID45000,65,"South Hannahland, Nebraska",punk-rock,High,$482645,Travel,$57705,"I Wish I Was a Punk Rocker (with Flowers in My Hair), Could It Be You (punk Rock Chick), Bluey"
1289,Lisa Johns,zthompson@example.net,BID44369,38,"East Patriciachester, Florida",idm,Low,$262194,Child's education,$92646,"Windowlicker, Beach, I'm Yours"
1290,Kristy Stevens,troy40@example.net,BID76681,39,"Lake Jameston, Ohio",sleep,Low,$374154,Travel,$31692,"Sleeping Alone, Sleeping Like a Baby with White Noise, Sleep Cabin Noise"
1291,Carolyn Richards DDS,clarkdennis@example.net,BID65260,45,"Lake Joseburgh, Illinois",j-dance,High,$153450,Travel,$64577,"OKAY, Petting Zoo Justice, Big Jet Plane"
1292,Kathryn Simpson,tonyapowell@example.net,BID12578,44,"Savannahton, Massachusetts",new-age,High,$104027,Buy a new house,$83674,"Rain Aroma, Wicca, New Age Flute"
1293,Harold Taylor,ariana43@example.org,BID81093,56,"East Jason, Georgia",idm,High,$22455,Retirement savings,$86860,"I miss you, I’m sorry, I'm Good (Blue), I'm On One"
1294,Juan Kelly,melanie59@example.net,BID46361,36,"New Jorge, Iowa",k-pop,Low,$307552,Buy a new house,$39102,"What You Know Bout Love, K-Pop, DDU-DU DDU-DU"
1295,Darlene Jones,uzuniga@example.net,BID89298,34,"East Susan, Kansas",black-metal,High,$307031,Child's education,$49185,"Unsilent Storms In The North Abyss, Seven Tears Are Flowing to the River, Fade To Black (Remastered)"
1296,Austin Hurst,georgewalsh@example.net,BID43688,44,"Port Joseside, Nevada",pop,High,$281223,Travel,$57301,"Mood Swings (feat. Lil Tjay), Pop It (GloRilla, Mike WiLL Made-It), Big Poppa - 2005 Remaster"
1297,John Davila,nmartinez@example.org,BID43889,49,"Port Teresamouth, Nevada",spanish,High,$499940,Retirement savings,$40249,"Spanish Moon, Spanish Sahara, Spanish Pipedream"
1298,Michael Parker,ijones@example.net,BID67983,37,"Christianville, Maryland",emo,High,$119349,Retirement savings,$78275,"Emo Rockstar, emo girl (feat. WILLOW), emotions"
1299,Kimberly Brown,murphyaustin@example.org,BID45660,60,"Leestad, Minnesota",country,High,$90172,Travel,$67483,"Country Grammar (Hot Shit), COUNTRY RIDDIM, Country Boy's Dream Girl"
1300,Paula Nichols,darrenmurphy@example.com,BID73039,36,"Tarafurt, South Carolina",hard-rock,High,$129738,Child's education,$97586,"Hardrock Hallelujah, Hard Rock Riddim - Instrumental, Thumbin4ever"
1301,Carl Guerra,elizabeth71@example.net,BID42047,51,"Bryanview, South Dakota",new-release,Low,$475382,Retirement savings,$96517,"Ricochet, New Arrival, Shock The Monkey - Live"
1302,Joshua Ho,deborahpierce@example.org,BID58067,53,"South Jessicafurt, Idaho",alternative,Low,$471706,Child's education,$32473,"Alternative Space, Milwaukee Blues - Blues in the Key of Milwaukee, ALTERNATIVE REALITY"
1303,Madison Tran,laura93@example.net,BID16440,39,"South Craig, Texas",piano,Low,$402179,Travel,$93219,"Piano Sonata No. 26 in E-Flat Major, Op. 81a ""Les Adieux"": I. Das Lebewohl. Adagio - Allegro, Piano Concerto in A minor, Op. 16: II. Adagio - Live, Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": I. Allegro assai"
1304,Michael Miller,alisha18@example.com,BID98836,53,"Bryantland, Montana",kids,High,$289905,Retirement savings,$56377,"Super Rich Kids, Kids In America, The Kids Aren't Alright"
1305,Jeremy Matthews,goldenalexandra@example.org,BID30011,64,"Hartstad, Mississippi",latin,High,$187998,Buy a new house,$60571,"Se fue la luz, Latin Beat, Latinoamérica (feat. Totó la Momposina, Susana Baca & Maria Rita)"
1306,Cody Gonzalez,kromero@example.com,BID73518,48,"Isaiahport, Texas",indian,Low,$148392,Retirement savings,$45473,"Raiders March, The Indian Anthem, Indiana (Back Home Again in Indiana) - 1990 Remaster"
1307,Shelly Alvarez,rodriguezkristina@example.com,BID38843,21,"Jeffreyville, Missouri",dance,High,$158637,Child's education,$62515,"No. 13 Dance of the Knights, Dance With My Father, On The Floor"
1308,Christy Kline,glee@example.org,BID82468,22,"Cookport, Idaho",latino,Low,$161364,Buy a new house,$27115,"LATINO, Latino - Villence Remix, Latinos a Bailar"
1309,Amy Walker,harveysamuel@example.org,BID17137,40,"Martinezberg, Alaska",classical,Low,$329399,Buy a new house,$47917,"String Quintet in E Major, G. 282: III. Minuetto - Trio, Swan Lake, Op. 20a: No. 1, Scène, Symphony No. 5 in C Minor, Op. 67 ""Fate"": Allegro con brio"
1310,Christopher Jordan,moraadam@example.net,BID86962,20,"South Kaylamouth, Maine",j-pop,High,$147035,Travel,$38307,"J-Pop, JEALOUSY DIE SLOW, Jungle Justice (Part Twice)"
1311,Brian Ford,seanjordan@example.org,BID91425,46,"Johnberg, Arkansas",house,Low,$408343,Child's education,$39462,"A House In Nebraska, House of Cards, The House That Built Me"
1312,Cory Martinez,velazquezsteve@example.org,BID60312,62,"Lake Sarah, Rhode Island",piano,Low,$480424,Buy a new house,$89941,"piano, Piano Sonata No. 26 in E-Flat Major, Op. 81a ""Les Adieux"": I. Das Lebewohl. Adagio - Allegro, Piano Sonata No. 14 In C Sharp Minor, Op. 27 No. 2 -: I. Adagio sostenuto"
1313,Chris Morrow,nmurray@example.org,BID44452,33,"West Isaiah, Virginia",j-dance,Low,$384952,Child's education,$51895,"Awesome God, SAIKOU, Big Jet Plane"
1314,Austin Turner,nicolerodriguez@example.com,BID22307,60,"Nguyenborough, Wyoming",holidays,Low,$220002,Child's education,$20528,"HOLIDAY (Slowed Remix), Holidays In The Sun, No Holidays"
1315,Thomas Morgan,patriciabrown@example.net,BID49288,59,"Port Emilyville, Washington",rainy-day,Low,$411564,Child's education,$73316,"rainy day :/, rainy days in paris, Rainy day"
1316,Christina Buchanan,farrellkatrina@example.com,BID12644,47,"Hallmouth, Pennsylvania",children,Low,$169776,Buy a new house,$91123,"Children's Album No. 1 ""Pictures of Childhood"": No. 1, Andantino, Children's March, ""Over the Hills and Far Away"", Children of the Sun (feat. Merethe Soltvedt)"
1317,Jasmine Byrd,georgesingleton@example.com,BID13519,40,"Lake Jeffreyberg, North Carolina",french,High,$311175,Travel,$35759,"French Vol.1 03, Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q), French"
1318,Sandy Quinn,lsmith@example.org,BID39468,51,"Lake Brian, Florida",forro,High,$144929,Retirement savings,$70186,"Forró de Cabo a Rabo / De Fiá Pavi, Forró beijando, Forrózin Posso Te Empurrar"
1319,Sara Atkinson,cynthiagregory@example.com,BID46928,59,"Davidberg, Maine",honky-tonk,High,$269106,Travel,$55764,"Honky Tonk Heroes, Honky Tonkin' - 1948 Single Version, Honky Tonk Nighthawk"
1320,Mary Gonzalez,samanthamunoz@example.com,BID50012,51,"Wilsonmouth, New Hampshire",reggae,Low,$39377,Child's education,$80157,"Reggaeton, Shark Reggae, Reggaeton Game"
1321,Kathryn Gonzales,allisonwilliamson@example.com,BID32807,61,"East Michael, Georgia",synth-pop,High,$142035,Retirement savings,$79866,"Synthpop Paradise, Vibrant Pop Symphony, Hey Cesar's Midi"
1322,Teresa Jimenez,pereztimothy@example.com,BID84072,49,"North Joelport, Montana",bluegrass,Low,$118183,Child's education,$72518,"Bluegrass Blues, Bluegrass Is... (Reprise), Bluegrass"
1323,John Cruz,angel97@example.com,BID97386,59,"North Robertville, Pennsylvania",pop-film,Low,$178853,Child's education,$93265,"Theme from Jurassic Park, Movies, Siete de Abril"
1324,Kayla Jones,omoore@example.org,BID24269,25,"Lake Jonathon, Washington",r-n-b,High,$400968,Child's education,$61713,"Good bye, Bapu Bomb Banda, Red Battiyan"
1325,Alan Moore,danieljo@example.org,BID54331,21,"Baileyhaven, Oregon",iranian,Low,$292020,Child's education,$63178,"Blow Up The Embassy, Tasnif Del-E Sheydâ, Iranian Klan"
1326,Stephen Leonard,diazmichelle@example.com,BID38124,35,"East Sherrifurt, Minnesota",new-age,Low,$342098,Child's education,$78096,"New Age Gangstas, New Age Blues, New Age of Spirit Flute"
1327,James Wells,marymorris@example.com,BID95945,59,"Smithside, New Jersey",grunge,Low,$422135,Travel,$91735,"Like a Stone, Grunge, Zombie"
1328,Laura Williams,rachelthompson@example.com,BID52239,57,"West Rebeccafort, North Dakota",chicago-house,Low,$482464,Travel,$58777,"A Jealous Heart Never Rests, Good Love Is On the Way - Live at the House of Blues, Chicago, Illinois, September 22, 2005, Another Kind Of Green - Live at the House of Blues, Chicago, Illinois, September 22, 2005"
1329,Carolyn Glass PhD,jane58@example.com,BID29377,22,"Wardborough, Oklahoma",turkish,Low,$373017,Retirement savings,$65359,"Turkish Disco, Turkish March but Phonk, Turkish [Feat. Meyhem Lauren]"
